ira,irb,irc,ird,ci,ai,col,edge,mean,std,label,name
0.011174098,3.3903852,2.1501472,249.28772,0.516375,0.07703535,2,0.03233372,118.998726,15.449636,0,ISIC_0024394.jpg
0.012433432,3.5782788,2.2736068,240.30414,0.45667154,0.08994806,1,0.028559472,157.06534,11.493039,0,ISIC_0024395.jpg
0.013875392,4.654029,0.89276123,84.82056,0.3692572,0.090109184,3,0.009284337,98.391846,12.164889,0,ISIC_0024397.jpg
0.02965141,3.1976025,1.5468686,67.96158,0.6358332,0.06600675,3,0.020375572,91.43339,27.727493,0,ISIC_0024398.jpg
0.017837279,3.4837637,1.9429055,141.59717,0.51132536,0.06629914,3,0.024753377,90.261795,17.817608,0,ISIC_0024399.jpg
0.017017875,3.4245796,2.8376882,215.19843,0.45403802,0.078198195,1,0.04709133,114.468666,13.925285,0,ISIC_0024401.jpg
0.030793311,2.6303878,3.1729512,136.93167,0.6194643,0.11009824,2,0.06840986,95.62463,21.210005,0,ISIC_0024404.jpg
0.021008587,3.229163,1.604446,98.88408,0.6218009,0.065065086,2,0.021145977,111.20523,21.169966,0,ISIC_0024405.jpg
0.02330221,3.5364237,1.115836,63.38385,0.57704186,0.1079554,2,0.014793393,96.98037,21.803558,0,ISIC_0024406.jpg
0.024763387,3.3541484,0.8674046,45.509125,0.68307686,0.07643269,3,0.008994718,76.45929,27.21382,0,ISIC_0024407.jpg
0.01585455,3.4603226,0.6326667,51.42215,0.6885326,0.056867402,2,0.005385413,102.73889,16.258892,0,ISIC_0024413.jpg
0.018564278,3.156993,2.3920534,172.80386,0.5348823,0.11171241,3,0.040583618,82.38274,22.456638,0,ISIC_0024414.jpg
0.010271754,3.953603,0.9826796,123.95978,0.4969404,0.07162868,3,0.008869412,79.520966,10.949195,0,ISIC_0024415.jpg
0.02322073,3.3811915,2.15668,122.02583,0.5108064,0.09484718,2,0.033282556,103.48751,19.186138,0,ISIC_0024417.jpg
0.023153104,3.3170009,1.2717552,71.575134,0.63358146,0.07203483,2,0.017741311,107.63593,18.520233,0,ISIC_0024419.jpg
0.015029363,4.408663,1.4361426,126.18445,0.36930493,0.08748661,1,0.015792897,129.65602,10.5859165,0,ISIC_0024421.jpg
0.019828895,2.814839,2.8119931,184.69916,0.609178,0.0795448,3,0.053008348,84.1728,13.533727,0,ISIC_0024423.jpg
0.032767743,7.0827785,3.04867,172.05133,0.09469816,0.44409564,2,0.10887358,119.18956,12.118009,0,ISIC_0024424.jpg
0.021501534,3.919014,1.4647778,91.76375,0.4421575,0.1210998,2,0.018419374,130.75842,13.179359,0,ISIC_0024425.jpg
0.017225884,3.1918437,3.4227705,280.37012,0.42182207,0.12679742,1,0.06901811,127.999794,15.79291,0,ISIC_0024427.jpg
0.018661488,3.5488322,1.2192795,88.47632,0.54841447,0.085415445,3,0.019256044,116.423164,15.623178,0,ISIC_0024428.jpg
0.01424526,3.6651495,2.4423897,235.4584,0.40877408,0.16354464,3,0.053175863,91.252914,24.93042,0,ISIC_0024429.jpg
0.02200973,3.3889108,2.0808096,124.42374,0.51511,0.091565005,3,0.029547049,116.9638,22.0511,0,ISIC_0024430.jpg
0.02291573,3.3001966,1.1156663,63.113968,0.66516685,0.05261381,1,0.01151333,124.48944,17.207857,0,ISIC_0024433.jpg
0.019356193,3.7330024,0.46738657,31.323929,0.6177932,0.07877075,1,0.00628724,139.83052,12.50019,0,ISIC_0024434.jpg
0.035814553,3.0080388,1.3411039,48.12139,0.7474609,0.029362028,2,0.01589743,83.37917,26.66008,0,ISIC_0024437.jpg
0.015438435,3.2977033,5.016438,449.95227,0.3309845,0.1597063,3,0.101605855,132.93613,17.79048,0,ISIC_0024438.jpg
0.026912777,3.630349,2.9319627,151.97034,0.37813494,0.15145315,2,0.058688976,114.96385,16.975607,0,ISIC_0024439.jpg
0.026595097,5.58918,1.9195619,101.13733,0.2136902,0.25437146,3,0.085341625,110.38111,21.920038,0,ISIC_0024440.jpg
0.013875438,3.7986948,0.42154324,39.674988,0.60023063,0.055417687,2,0.006333521,128.92743,16.865776,0,ISIC_0024441.jpg
0.018051915,4.1935596,0.6751009,47.524963,0.48433083,0.06374558,1,0.005801625,125.1901,11.230659,0,ISIC_0024442.jpg
0.020383816,4.3825135,0.33532566,22.315125,0.44805,0.11292501,2,0.010050374,94.5746,21.339972,0,ISIC_0024444.jpg
0.022214605,3.4698822,1.33232,77.62706,0.5826564,0.09652107,2,0.016916264,109.68648,15.283854,0,ISIC_0024447.jpg
0.014548325,5.126753,0.18760724,16.874512,0.35247064,0.1087307,1,0.008692851,119.423615,14.831647,0,ISIC_0024451.jpg
0.027646305,2.9999745,2.6305332,126.23929,0.5607353,0.111631915,1,0.046619423,146.37152,14.245458,0,ISIC_0024455.jpg
0.025489887,3.6673472,2.8365142,170.42601,0.34400815,0.22447403,1,0.06268955,116.982925,12.254653,0,ISIC_0024456.jpg
0.015205319,5.1994886,0.4979506,43.337982,0.3205476,0.09173159,3,0.007848404,97.99724,20.68586,0,ISIC_0024458.jpg
0.02824598,3.5149722,6.473519,298.36667,0.27493027,0.12496033,3,0.120839484,92.46686,17.430191,0,ISIC_0024460.jpg
0.014141451,4.0533214,1.597856,156.13913,0.39700207,0.15299053,3,0.028298812,80.35045,22.053778,0,ISIC_0024462.jpg
0.011198809,3.207706,2.0322628,236.04816,0.5747713,0.06916534,2,0.02856963,115.346245,16.000574,0,ISIC_0024464.jpg
0.014227021,3.7759974,1.8640987,169.03339,0.45737785,0.06642959,3,0.020253733,99.10246,10.985024,0,ISIC_0024465.jpg
0.017327398,4.658925,0.14034466,10.695984,0.42559043,0.13783458,2,0.009827076,136.33955,13.872102,0,ISIC_0024466.jpg
0.024344692,2.7877321,2.802198,147.91362,0.6275377,0.04927406,2,0.05217032,67.848404,21.972065,0,ISIC_0024467.jpg
0.022529025,4.6235633,3.5712326,222.69543,0.23608063,0.24851605,1,0.09371787,155.03601,13.67682,0,ISIC_0024469.jpg
0.036801234,5.661732,4.1363792,154.69135,0.1645929,0.22037394,3,0.15128867,116.99397,19.942205,0,ISIC_0024473.jpg
0.01129945,4.0405188,1.2581427,145.03186,0.45062655,0.07497117,1,0.013187657,121.82402,13.374641,0,ISIC_0024474.jpg
0.023412442,4.7472873,2.2679389,193.25357,0.18913887,0.41509593,2,0.13111582,145.88957,15.597958,0,ISIC_0024476.jpg
0.026429828,3.012197,1.9353802,96.86453,0.63744414,0.07427445,2,0.028980065,125.263695,22.748398,0,ISIC_0024478.jpg
0.023811867,4.248927,1.0632963,57.482437,0.43249488,0.066896826,2,0.010600824,125.04695,27.43159,0,ISIC_0024479.jpg
0.032887552,4.636169,4.8025107,224.73457,0.18659812,0.3170574,3,0.16693081,104.76959,17.506952,0,ISIC_0024480.jpg
0.018889064,3.5214329,1.6350313,114.58092,0.5228087,0.1231163,3,0.022984346,99.53772,14.726416,0,ISIC_0024483.jpg
0.019982975,4.4155045,0.40924582,30.69345,0.39358094,0.20237795,1,0.03508959,126.35237,17.059818,0,ISIC_0024484.jpg
0.02937868,3.3686576,1.667942,78.98065,0.53240794,0.12088561,2,0.033999845,120.72314,14.749701,0,ISIC_0024485.jpg
0.03160582,3.2837,0.65967405,26.920822,0.752408,0.04337858,3,0.005923121,100.46658,18.787397,0,ISIC_0024486.jpg
0.023548227,2.9558027,2.2565448,125.0125,0.6252222,0.075063504,3,0.038736425,104.53039,18.601494,0,ISIC_0024487.jpg
0.022240272,3.92327,1.8029587,106.17537,0.42708656,0.070819795,1,0.02689578,139.72314,10.552452,0,ISIC_0024488.jpg
0.03629026,3.42579,3.905777,146.00575,0.36880836,0.17642707,3,0.080146514,84.44584,11.670767,0,ISIC_0024491.jpg
0.02731382,2.850157,2.450027,116.28035,0.64170176,0.065185584,3,0.04387908,67.19604,15.612191,0,ISIC_0024492.jpg
0.01515347,4.336458,3.0968292,280.28168,0.2842531,0.14057778,2,0.04979292,117.02146,14.839374,0,ISIC_0024493.jpg
0.015719883,3.3118272,1.1529871,96.69348,0.6446408,0.0901691,2,0.016390814,96.96552,25.140059,0,ISIC_0024497.jpg
0.022033302,3.5245337,2.5730736,154.97707,0.4406106,0.10538472,2,0.04727849,119.84242,16.79659,0,ISIC_0024499.jpg
0.023060976,3.1493607,1.6796687,92.4731,0.65081745,0.031741165,3,0.020624608,73.17952,21.770807,0,ISIC_0024500.jpg
0.018675953,2.878914,3.143312,220.8946,0.5522614,0.07525829,3,0.05894471,84.32276,26.946741,0,ISIC_0024501.jpg
0.020041486,3.0946805,1.6354026,105.189835,0.66595864,0.0535926,3,0.021737717,104.33021,16.079863,0,ISIC_0024502.jpg
0.02051993,3.7453158,0.5465554,34.413498,0.60506946,0.06152015,1,0.005029682,144.94417,18.325237,0,ISIC_0024503.jpg
0.020438189,3.1859474,1.7712675,111.7052,0.6173094,0.05537432,3,0.024371121,102.26981,22.231182,0,ISIC_0024506.jpg
0.016059432,3.2712107,1.7685653,142.73288,0.58810925,0.06626985,2,0.023871431,109.84566,21.056461,0,ISIC_0024507.jpg
0.014585162,3.3459446,2.2939682,203.82617,0.5138495,0.073913194,3,0.035141464,83.3843,19.422625,0,ISIC_0024508.jpg
0.021246953,2.7532089,5.3454185,339.00427,0.41825405,0.11150001,2,0.11716876,124.88309,16.88636,0,ISIC_0024509.jpg
0.016119469,3.5029638,2.0286756,164.23041,0.4969694,0.07319922,3,0.027756313,89.301765,14.465421,0,ISIC_0024510.jpg
0.012136479,2.707167,3.381057,363.1576,0.5848842,0.043010604,1,0.06417093,126.566444,14.840793,0,ISIC_0024512.jpg
0.017061912,3.492152,2.0281549,152.31393,0.5087311,0.053718317,2,0.026944157,93.58514,22.026737,0,ISIC_0024513.jpg
0.018323388,3.4637544,1.2050061,86.08168,0.59365606,0.089893244,2,0.014655693,106.78195,22.710978,0,ISIC_0024514.jpg
0.015046432,3.499409,2.7737043,245.54749,0.42975822,0.13047273,3,0.053011693,77.61973,25.518847,0,ISIC_0024518.jpg
0.02817725,3.2135599,1.2372551,57.83409,0.66705513,0.086534366,2,0.017897522,91.46878,21.05699,0,ISIC_0024519.jpg
0.019855138,5.195133,0.47884047,32.052612,0.32076085,0.119278274,3,0.013666977,89.46443,32.15251,0,ISIC_0024520.jpg
0.023542538,3.7392807,2.02431,113.882324,0.4402477,0.100704044,3,0.034769867,103.1282,17.184546,0,ISIC_0024521.jpg
0.012720379,4.6619387,1.3228408,136.2966,0.34365183,0.09363681,2,0.011868853,121.51892,10.224366,0,ISIC_0024523.jpg
0.030352069,3.4222584,1.0707226,47.46669,0.60738385,0.13483854,3,0.021914233,57.99653,27.799349,0,ISIC_0024524.jpg
0.017912773,3.3092349,1.211251,93.44054,0.6079029,0.14984661,3,0.02401651,65.26756,16.132565,0,ISIC_0024526.jpg
0.020804966,3.8611658,4.514685,277.3584,0.3040063,0.08486745,2,0.074982785,111.91576,11.361562,0,ISIC_0024527.jpg
0.025533987,4.1367717,0.70297533,37.928543,0.45559815,0.14194334,1,0.020216111,137.95325,12.267149,0,ISIC_0024528.jpg
0.013225511,3.819203,0.43240806,41.986267,0.60264105,0.045902114,4,0.003101372,87.25369,23.295805,0,ISIC_0024529.jpg
0.021222098,3.0155401,1.7351236,108.18651,0.66291904,0.09142128,1,0.029751955,131.40253,13.422752,0,ISIC_0024530.jpg
0.018364018,3.8031235,0.4061451,28.957458,0.5995382,0.0794122,3,0.005079325,89.28781,16.791212,0,ISIC_0024531.jpg
0.025211766,3.5886931,2.1443458,119.052185,0.43635887,0.17113374,1,0.045898102,136.18243,13.116434,0,ISIC_0024532.jpg
0.021726724,3.2576263,1.453134,86.59581,0.63246006,0.07595971,2,0.019254772,107.60028,14.543914,0,ISIC_0024533.jpg
0.012019454,4.3319316,1.0806037,118.49469,0.40664122,0.101787984,3,0.012363104,121.14133,16.927584,0,ISIC_0024534.jpg
0.011311911,3.9780655,0.86228675,98.51175,0.504998,0.06163668,3,0.007701122,86.96904,16.369553,0,ISIC_0024535.jpg
0.028746476,3.6157992,3.007344,147.54523,0.37206239,0.1780031,3,0.070940435,103.91217,19.005465,0,ISIC_0024536.jpg
0.019734291,6.4307203,2.2623367,167.7171,0.15365161,0.26770514,1,0.050474565,149.63289,17.167896,0,ISIC_0024538.jpg
0.020996742,3.2384336,1.0318376,63.611588,0.7020105,0.06694581,1,0.01119036,68.173515,17.921482,0,ISIC_0024540.jpg
0.026065234,3.1654284,1.5710069,78.66304,0.64220333,0.07772439,2,0.022414487,84.8033,24.48128,0,ISIC_0024541.jpg
0.034675427,2.8665605,1.9648894,75.26842,0.68308663,0.097938485,1,0.035009358,117.725586,12.316923,0,ISIC_0024542.jpg
0.016220162,4.065844,2.8712747,235.18231,0.3353482,0.14032772,3,0.048789937,91.08751,16.594536,0,ISIC_0024543.jpg
0.013824226,4.0154014,2.244027,212.87277,0.381254,0.10457478,1,0.03539988,125.410774,13.128782,0,ISIC_0024544.jpg
0.025959356,3.510375,0.6829205,34.492172,0.6511149,0.0786259,1,0.007325432,122.64974,12.779661,0,ISIC_0024548.jpg
0.021986134,3.0504696,3.518144,216.16766,0.464242,0.10902724,2,0.07273501,115.55364,13.1047735,0,ISIC_0024549.jpg
0.015165075,3.7686841,2.7012362,237.578,0.3863972,0.12466438,1,0.05143813,133.44273,11.38711,0,ISIC_0024551.jpg
0.027743952,4.019656,2.7302203,144.74126,0.31489313,0.25923416,1,0.065841615,154.80931,13.586754,0,ISIC_0024555.jpg
0.027496966,3.4151576,1.6402999,78.45508,0.5534228,0.09716341,1,0.024188176,131.6637,11.927847,0,ISIC_0024556.jpg
0.015260525,3.469592,2.453022,214.9216,0.4573734,0.11768198,2,0.041011065,118.42163,18.310997,0,ISIC_0024557.jpg
0.015413529,4.031939,1.4134308,122.309235,0.429124,0.12613836,3,0.021031108,111.08929,17.590445,0,ISIC_0024558.jpg
0.01244696,2.8117492,3.5590484,372.91708,0.5378966,0.06349934,2,0.06810245,95.495346,16.534964,0,ISIC_0024559.jpg
0.027119067,3.7411926,3.3611405,170.8481,0.34308484,0.17731431,2,0.093310736,98.394,23.50413,0,ISIC_0024560.jpg
0.022806479,3.2741425,0.6936541,39.135086,0.7517654,0.05470301,2,0.005758946,103.76295,21.269047,0,ISIC_0024561.jpg
0.012753161,3.650119,0.586711,59.202087,0.63144016,0.0811924,3,0.005731983,107.969055,19.070848,0,ISIC_0024563.jpg
0.020101372,3.4489381,1.9007001,122.94197,0.5238281,0.07103088,2,0.02464027,94.76473,18.397106,0,ISIC_0024565.jpg
0.032905765,5.248988,1.2396023,50.52089,0.27512136,0.15291928,2,0.018111955,139.32625,16.326937,0,ISIC_0024566.jpg
0.022601435,3.3740494,1.7403085,107.29343,0.5226193,0.13393587,3,0.029453434,96.68392,16.759296,0,ISIC_0024567.jpg
0.01906921,2.899785,1.9268528,130.46312,0.69539,0.051465493,3,0.031074163,95.505974,17.657116,0,ISIC_0024568.jpg
0.021754786,3.6243095,1.3252498,85.13078,0.50127417,0.15094484,3,0.028666787,96.50653,16.379543,0,ISIC_0024569.jpg
0.018578362,4.1835465,2.2707958,167.55988,0.3394806,0.13240428,1,0.03427441,150.09624,13.267906,0,ISIC_0024570.jpg
0.021085463,3.4919615,1.2489542,77.78299,0.57804,0.056530297,1,0.015843581,142.00815,13.772366,0,ISIC_0024574.jpg
0.023568515,2.9278378,2.2146294,122.42262,0.64061856,0.06506604,3,0.038048103,97.55868,20.915308,0,ISIC_0024576.jpg
0.023931375,2.811028,2.4792008,134.90956,0.6488923,0.073854625,1,0.043912716,72.46323,20.759413,0,ISIC_0024577.jpg
0.017943004,3.4112968,0.7613904,54.55957,0.68662053,0.04317509,1,0.006162502,135.26073,9.666688,0,ISIC_0024578.jpg
0.02206054,2.8649454,2.9977994,178.88846,0.5683262,0.07657146,3,0.05900408,77.079056,31.277214,0,ISIC_0024580.jpg
0.01387185,3.58242,1.3921059,129.89505,0.54478854,0.06737594,3,0.01661957,86.79709,15.78715,0,ISIC_0024583.jpg
0.02381429,3.5106854,2.7536147,152.80605,0.43238574,0.11193117,3,0.046143312,92.28388,19.642532,0,ISIC_0024584.jpg
0.017510084,3.5771165,2.033733,159.3519,0.45634955,0.11689456,3,0.034231786,97.25821,15.679867,0,ISIC_0024585.jpg
0.009838742,4.335857,0.13591556,17.872498,0.5009572,0.08156867,3,0.007137905,78.598335,18.198057,0,ISIC_0024587.jpg
0.025223782,4.623831,2.8204036,155.56325,0.26241153,0.15589404,3,0.056292325,96.5433,14.421225,0,ISIC_0024588.jpg
0.018495377,3.871204,1.2765139,96.99991,0.44868454,0.16990903,3,0.022063779,98.33562,17.719908,0,ISIC_0024589.jpg
0.014028966,2.9567451,1.6666178,153.21399,0.71277255,0.03898695,2,0.02254849,74.3543,19.241251,0,ISIC_0024591.jpg
0.012836646,3.4553487,2.069839,216.34644,0.490577,0.0929473,3,0.031690348,69.797485,17.366484,0,ISIC_0024593.jpg
0.027942497,3.673627,0.5302552,24.685638,0.6255192,0.064272285,3,0.004982544,126.81465,21.712854,0,ISIC_0024594.jpg
0.02138984,3.6721177,1.5838851,102.815,0.46891955,0.1512852,4,0.029462336,79.4275,38.044247,0,ISIC_0024596.jpg
0.010574839,3.2572024,0.51346767,62.533722,0.7944612,0.054411553,0,0.004339641,148.56866,13.556527,0,ISIC_0024597.jpg
0.023036217,3.1870537,0.81939995,46.800964,0.7479824,0.07310989,3,0.01009385,63.2795,30.775549,0,ISIC_0024598.jpg
0.027844587,3.881451,0.31336182,14.755081,0.58866453,0.11318472,2,0.008525887,112.21568,23.096449,0,ISIC_0024599.jpg
0.018308206,4.737805,2.9246984,211.61487,0.2613077,0.15142013,1,0.053284433,165.00157,10.225189,0,ISIC_0024600.jpg
0.018804088,3.3304076,1.5377505,105.33156,0.60176086,0.06763459,3,0.018378008,105.574135,17.07538,0,ISIC_0024601.jpg
0.016751532,3.3760343,1.5273259,120.151764,0.57604617,0.077829786,3,0.018156921,97.908455,18.246122,0,ISIC_0024603.jpg
0.019370725,4.504056,3.565816,279.19327,0.22795467,0.25994277,2,0.11420866,144.82625,9.573258,0,ISIC_0024604.jpg
0.018470624,2.9971159,1.845992,130.14186,0.6648359,0.040942952,1,0.026899576,114.340866,16.353474,0,ISIC_0024605.jpg
0.015896332,5.030763,0.76775956,63.28772,0.32875207,0.119032696,1,0.009925308,123.397835,12.697239,0,ISIC_0024606.jpg
0.016492678,3.0226257,2.0665712,167.39163,0.6115088,0.106411256,2,0.037907112,113.94222,17.098314,0,ISIC_0024607.jpg
0.01670398,5.60105,0.3509269,30.579071,0.2589719,0.23079564,3,0.0551993,80.43323,27.091951,0,ISIC_0024608.jpg
0.02102935,5.6492424,2.1079872,135.72672,0.21178286,0.19842856,2,0.114837356,140.80681,13.9904785,0,ISIC_0024609.jpg
0.02497625,3.2252154,1.4976841,79.614655,0.6213602,0.08025057,2,0.029181175,105.286644,20.898037,0,ISIC_0024610.jpg
0.011203961,3.979423,1.3036128,151.53955,0.4589425,0.07657563,2,0.01902157,117.09938,11.195648,0,ISIC_0024611.jpg
0.040743824,3.277364,1.3066559,43.05899,0.62298167,0.112840466,1,0.021169027,121.94145,15.219509,0,ISIC_0024613.jpg
0.019251637,4.325696,0.90453327,60.837402,0.42896354,0.08275995,2,0.010587161,122.376144,20.312235,0,ISIC_0024614.jpg
0.05215346,3.7532282,0.6557138,16.392334,0.5824544,0.0822489,3,0.008153807,79.76547,30.271235,0,ISIC_0024615.jpg
0.012735513,4.127909,1.9222323,213.1283,0.3563391,0.2633697,2,0.027191829,128.52301,9.726291,0,ISIC_0024616.jpg
0.014557138,3.927362,2.495919,230.40826,0.3706888,0.12457101,3,0.034258187,86.678856,21.638659,0,ISIC_0024617.jpg
